Date;Num_Sujet;Stimulus;Pays;Classe;Classe_modif;Plateau_Classe;Classe(2);Plateau_Classe(2);Comm_brut;Comm_net;NoteEqu;NoteHedo;Zone + ;Zone - ;Nb_Repas;Petit_dej;Repas_imp;Grignotage;Cantine;Viande;Fruits;Légumes;5FruitsLégumes;Produits_Laitiers;Féculents;Sucreries;Sodas;Jus_Fruits;Plats_Préparés;Entrée;Dessert;PourcentageLipides;PourcentageGlucides;PourcentageProtéines;Repas_Equ;Plaisir_Cuisine;Temps_Sport;Sports_Pref;Continent;Langues_Etrangères;Restaurant;Age;Sexe
12-janv;34;156;Ukraine;PasEquilibré;ZPasEquilibré;156_PasEquilibré;PasEquilibré;156_PasEquilibré;Pas assez de fruits Trop de féculents Assez de protéines Assez de légumes Impression de lourdeur (trop);Pas_assez_fruits Trop_féculents Assez_protéines Assez_légumes Trop_lourd;3;6;Aucune;Crêpe;4;Toujours;Petit_dej;Environ une fois par semaine;Oui, quelques fois par mois;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Oui, quelques fois par semaine;Oui, mais que à la cantine;Oui, toujours;25;35;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;2;Handball;Europe, Afrique, Amérique du Nord;2;Des sushis, Des fajitas / Des tacos / Des burritos;23;Féminin
12-janv;35;156;Ukraine;Equilibré;Equilibré;156_Equilibré;Equilibré;156_Equilibré;Pas assez de fibre Assez de féculents Assez de protéines Assez de légumes Pas assez de fruits;Pas_assez_fibres Assez_féculents Assez_protéines Assez_légumes Pas_assez_fruits;8;6;Tout sauf la crêpe;Crêpe;3;Week_end;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Rarement;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;20;50;30;Un repas avec une majorité de féculents;Oui, mais seulement que je cuisine pour ma famille / mes amis;0;;Europe, Amérique du Nord;2;Un burger, Une pizza / Des pâtes;23;Masculin
12-janv;36;156;Ukraine;PasEquilibré;ZPasEquilibré;156_PasEquilibré;PasEquilibré;156_PasEquilibré;Très industriel Trop gras Assez de féculents Assez de légumes Pas bonne qualité Trop sucré Pas assez de fruits Assez de protéines;Produits_transformés Trop_gras Assez_féculents Assez_légumes Mauvais_légumes Trop_sucré Pas_assez_fruits Assez_protéines;3;1;Chou;Saucisses;3;Toujours;Dîner;Rarement;Oui, tous les midis;Environ une fois par jour;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, mais que à la cantine;Oui, toujours;45;40;15;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;7;Volley/Escalade;Europe, Afrique;2;Un steak accompagné de frites, Une poutine;24;Masculin
12-janv;37;156;Ukraine;PasEquilibré;ZPasEquilibré;156_PasEquilibré;PasEquilibré;156_PasEquilibré;Pas assez de fruits Pas assez de légumes Un peu trop de féculents Assez de protéines;Pas_assez_fruits Pas_assez_légumes Trop_féculents Assez_protéines;3;4;Droite;Plat;3;Toujours;Déjeuner;Jamais;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;A tous les repas;Rarement;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, toujours;20;40;40;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;1;Marche Fitness Natation;Europe, Afrique, Amérique du Sud;3;Des sushis, Un fish & chips;23;Féminin
13-janv;38;156;Ukraine;PresqueEquilibré;PresqueEquilibré;156_PresqueEquilibré;Equilibré;156_Equilibré;Pas assez de légumes Pas assez de fruits Assez de féculents Un peu trop de protéines;Pas_assez_légumes Pas_assez_fruits Assez_féculents Trop_protéines;5;4;Droite;Saucisses;3;Toujours;Petit_dej;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Rarement;Environ une fois par semaine;Oui, tous les jours;Non, jamais;Oui, toujours;50;35;15;Un repas avec une majorité de légumes;Non, je n'aime pas ça;1;équitation;Europe;3;Des ramens, Un phô à la viande;21;Féminin
13-janv;39;156;Ukraine;PresqueEquilibré;PresqueEquilibré;156_PresqueEquilibré;Equilibré;156_Equilibré;Trop de sucre Assez de légumes Pas assez de fruits Assez de protéines Assez de féculents;Trop_sucré Assez_légumes Pas_assez_fruits Assez_protéines Assez_féculents;6;6;Bortch + chou;crêpe;3;Jamais;Déjeuner;Environ une fois par jour;Non, jamais;A tous les repas;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Rarement;Rarement;Environ une fois par semaine;Jamais;Non, jamais;Non, jamais;35;45;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Volley;Europe, Amérique du Nord;2;Des sushis, Un phô à la viande;22;Féminin
13-janv;40;156;Ukraine;Equilibré;Equilibré;156_Equilibré;Equilibré;156_Equilibré;Pas coloré Pas assez de fruits Assez de légumes Diversité de légumes Produit transformé Assez de protéines Assez de féculents;Pas_assez_coloré Pas_assez_fruits Assez_légumes Diversifié Produits_transformés Assez_protéines Assez_féculents;8;4;Saucisses / purée;Crêpe;3;Toujours;Petit_dej;Plusieurs fois par semaine;Non, jamais;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Rarement;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Jamais;Oui, mais que à la maison;Oui, toujours;10;60;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;4;Kiné Muscu;Europe, Asie;3;Des fruits de mer, Un phô à la viande;22;Féminin
13-janv;41;156;Ukraine;PresqueEquilibré;PresqueEquilibré;156_PresqueEquilibré;Equilibré;156_Equilibré;Image lourde Trop de féculents Pas assez de fruits Pas assez de légumes Pas assez de consistance Manque de croquant Assez de protéines Assez de chou;Trop_lourd Trop_féculents Pas_assez_fruits Pas_assez_légumes Pas_assez_consistant Pas_assez_croquant Assez_protéines;4;5;Droite;Gauche;3;Toujours;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;33,33333333;33,33333333;33,33333333;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Natation + Marche;Europe, Afrique, Asie, Amérique du Nord, Océanie;2;Des ramens, Une galette bretonne;18;Féminin
13-janv;42;156;Ukraine;PasEquilibré;ZPasEquilibré;156_PasEquilibré;PasEquilibré;156_PasEquilibré;Assez de légumes Pas assez de fruits Trop de protéines Trop gras Assez de féculents;Assez_légumes Pas_assez_fruits Trop_protéines Trop_gras Assez_féculents;6;2;Tout;Purée / saucisses / Crêpe;4;Toujours;Déjeuner;Jamais;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Oui, mais que à la maison;Oui, toujours;33,33333333;33,33333333;33,33333333;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Escalade;Europe;2;Des ramens, Un couscous / Une tajine;19;Féminin
13-janv;43;156;Ukraine;PasEquilibré;ZPasEquilibré;156_PasEquilibré;PasEquilibré;156_PasEquilibré;Pas assez de variété Pas assez de fruits Produits transformés Assez de légumes Assez de féculents Crêpe sans intérêt Trop de protéines;Pas_assez_diversifié Pas_assez_fruits Produits_transformés Assez_légumes Assez_féculents Trop_protéines;7;4;Droite;Crêpe;3;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Jamais;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;35;50;15;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;5;Pompom + Rugby + Self defense + musculation;Europe, Asie, Océanie;3;Une pizza / Des pâtes, Des ramens;19;Féminin
13-janv;44;156;Ukraine;PasEquilibré;ZPasEquilibré;156_PasEquilibré;PasEquilibré;156_PasEquilibré;Assez de légumes Produit transformé Pas assez de fruits Trop de féculents Un peu trop de protéines;Assez_légumes Produits_transformés Pas_assez_fruits Trop_féculents Trop_protéines;3;3;Droite;Gauche;3;Week_end;Déjeuner;Rarement;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;Plusieurs fois par semaine;Non;Environ une fois par jour;Plusieurs fois par semaine;Rarement;Rarement;Environ une fois par jour;Oui, quelques fois par mois;Non, jamais;Oui, toujours;30;50;20;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;2;Ultimate;Europe, Asie;3;Des sushis, Des ramens;23;Féminin
13-janv;45;156;Ukraine;PresqueEquilibré;PresqueEquilibré;156_PresqueEquilibré;Equilibré;156_Equilibré;Trop de protéines Pas assez de légumes (en terme de ratio) Trop de sucre Trop de quantité en général Trop lourd Assez de féculents Pas assez de fruits Assez de produit laitiers;Trop_protéines Pas_assez_légumes Trop_sucré Trop_quantité Trop_lourd Assez_féculents Pas_assez_fruits Assez_produits_laitiers;5;4;Chou + betterave;Crêpe + Saucisses;4;Toujours;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, mais que à la maison;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Course à pied + Fitness;Europe, Afrique;2;Des fajitas / Des tacos / Des burritos, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
13-janv;46;156;Ukraine;Equilibré;Equilibré;156_Equilibré;Equilibré;156_Equilibré;Assez de légumes Pas de fruits mais ok parce que légumes Assez de féculents Assez de protéines Manque de saveur : pas trop de plaisir gustatif;Assez_légumes Assez_fruits Assez_féculents Assez_protéines;8;4;Soupe de betterave;Crêpe;4;Toujours;Déjeuner;Environ une fois par semaine;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Jamais;Environ une fois par semaine;Jamais;Non, jamais;Oui, mais que à la maison;20;40;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;1;Yoga;Europe, Asie;3;Un burger, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);23;Féminin
13-janv;47;156;Ukraine;PasEquilibré;ZPasEquilibré;156_PasEquilibré;PasEquilibré;156_PasEquilibré;Assez de légumes Pas assez de fruits Assez de féculents Un petit peu trop de protéines;Assez_légumes Pas_assez_fruits Assez_féculents Trop_protéines;5;3;Tout;Rien;2;Jamais;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Rarement;Jamais;Environ une fois par semaine;Jamais;Non, jamais;Oui, toujours;35;20;45;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;5;Foot Volley Ultimate;Europe;3;Des sushis, Une raclette / Une tartiflette;22;Féminin
13-janv;48;156;Ukraine;Equilibré;Equilibré;156_Equilibré;Equilibré;156_Equilibré;Assez de légumes Assez de féculents Assez de protéines Pas assez de gras Pas assez de fruits;Assez_légumes Assez_féculents Assez_protéines Pas_assez_gras Pas_assez_fruits;7;2;Reste;Crêpe;3;Toujours;Déjeuner;Jamais;Oui, tous les midis;Rarement;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, toujours;45;30;25;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Yoga Course à pied;Europe, Asie;2;Des sushis, Un phô à la viande;26;Féminin
10-janv;1;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de féculents Assez de protéines Assez de fibres Assez de légumes Assez de fibres Visuel coloré;Assez_féculents Assez_protéines Assez_fibres Assez_légumes Coloré Assez_fruits;8;8;Tout sauf le pain;Pain;3;Toujours;Petit_dej;Environ une fois par semaine;Non, jamais;Jamais;Rarement;A tous les repas;Oui;Rarement;A tous les repas;Rarement;Rarement;Jamais;Oui, quelques fois par semaine;Non, jamais;Non, jamais;20;50;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Marche;Europe, Asie;2;Une pizza / Des pâtes, Des ramens;22;Féminin
10-janv;2;238;Italie;PresqueEquilibré;PresqueEquilibré;238_PresqueEquilibré;Equilibré;238_Equilibré;Assez de féculents Légumes pas assez diversifié Assez de légumes Pain à la farine blanche Assez de féculents Assez de fruits Assez de protéines;Assez_féculents Pas_assez_diversifié Assez_légumes Pain_blanc Assez_féculents Assez_fruits Assez_protéines;7;7;Bas;Pain;4;Toujours;Petit_dej;Environ une fois par jour;Non, jamais;Jamais;Environ une fois par jour;A tous les repas;Oui;Environ une fois par semaine;A tous les repas;Environ une fois par semaine;Environ une fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la maison;20;40;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;7;Karaté Fitness;Europe, Amérique du Sud;3;Un burger, Des ramens;21;Masculin
10-janv;3;238;Italie;PresqueEquilibré;PresqueEquilibré;238_PresqueEquilibré;Equilibré;238_Equilibré;Assez de fruits Assez de protéines Un peu trop de féculents Assez de légumes;Assez_fruits Assez_protéines Trop_féculents Assez_légumes;6;7;Tout;Rien;3;Toujours;Déjeuner;Rarement;Oui, tous les midis;Rarement;A tous les repas;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Rarement;Rarement;Jamais;Non, jamais;Non, jamais;20;40;40;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Pompom, fitness;Europe, Amérique du Nord, Amérique du Sud;2;Une pizza / Des pâtes, Une galette bretonne;20;Féminin
10-janv;4;238;Italie;PasEquilibré;ZPasEquilibré;238_PasEquilibré;PasEquilibré;238_PasEquilibré;Trop de féculents Poisson frit Assez de protéines Trop de fruits Pas assez de légumes Pas assez de produits laitiers;Trop_féculents Assez_protéines Trop_fruits Pas_assez_légumes Pas_assez_produits_laitiers Trop_friture;7;6;Salade de tomate;Aucune;3;Week_end;Déjeuner;Rarement;Non, jamais;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;A tous les repas;Jamais;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, toujours;20;20;60;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Course et fitness;Europe;3;Des ramens, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
10-janv;5;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de légumes Un peu trop de féculents Assez de protéines Assez de fruits;Assez_légumes Trop_féculents Assez_protéines Assez_fruits;7;7;1;0;3;Week_end;Déjeuner;Environ une fois par semaine;Oui, tous les midis;Environ une fois par semaine;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Rarement;Oui, quelques fois par semaine;Non, jamais;Non, jamais;40;40;20;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Basket, course;Europe, Asie, Amérique du Nord, Amérique du Sud;2;Des fajitas / Des tacos / Des burritos, Une galette bretonne;18;Féminin
10-janv;6;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez légumes Assez de fruits Pas de produits transformés Bonne quantité de tous Assez de féculents Assez de protéines;Assez_légumes Assez_fruits Produits_non_transformés Assez_féculents Assez_protéines;8;8;Raisins;Pâtes;2;Week_end;Déjeuner;Jamais;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;25;50;25;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;6;Danse/Course/Fitness;Europe;2;Un steak accompagné de frites, Une galette bretonne;20;Féminin
10-janv;7;238;Italie;PresqueEquilibré;PresqueEquilibré;238_PresqueEquilibré;Equilibré;238_Equilibré;Pas assez de légumes cuits Trop de légumes crus Assez de protéines Assez de féculents Assez de fruits;Assez_protéines Assez_féculents Assez_fruits Assez_légumes;7;9;Tout;Rien;2;Week_end;Déjeuner;Environ une fois par jour;Non, jamais;Plusieurs fois par semaine;Plusieurs fois par semaine;Environ une fois par jour;Non;Plusieurs fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Rarement;Jamais;Non, jamais;Oui, mais que à la maison;30;30;40;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;3;Equitation, Aviron;Europe, Amérique du Nord;3;Un steak accompagné de frites, Une galette bretonne;22;Féminin
10-janv;8;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Trop de fruits Bon fruit Plusieurs types de légumes Assez de légumes Assez de tomates Trop de protéines Pain blanc et non complet Trop de féculents;Trop_fruits Diversifié Assez_légumes Trop_protéines Pain_blanc Trop_féculents;7;9;Poisson;pain;3;Toujours;Petit_dej;Jamais;Oui, quelques fois par mois;Plusieurs fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;Environ une fois par jour;Plusieurs fois par semaine;Jamais;Rarement;Jamais;Oui, mais que à la maison;Oui, toujours;40;20;40;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;2;Course à pied et Natation;Europe, Amérique du Nord;3;Une pizza / Des pâtes, Un steak accompagné de frites;26;Féminin
